% dwellings which are public housing,Distance to GPO (km),Public Housing Dwellings,Equivalent household income <$600/week,"Poor English proficiency, persons",Dwellings with no internet,"Aboriginal or Torres Strait Islander, persons","Holds degree or higher, persons",Population Density
2.2977022977022976,77.6915589996,23,312,53,171,12,249,31.70806238551101
39.87341772151899,67.10690624300001,1512,2059,446,1381,154,215,1325.5544902470826
9.719694211867491,166.32863810700002,267,915,37,516,83,705,50.24558213524326
12.165308498253784,153.685752139,209,686,54,444,98,357,999.1970058018068
11.702127659574469,69.3109865729,132,442,93,301,15,290,443.7835795533062
31.291834002677376,3.46800720451,1870,1586,812,806,43,4378,5417.942002340716
8.426966292134832,67.7770489418,15,58,<5,37,<5,50,1431.13837799168
,33.1144096557,<5,128,<5,48,<5,736,521.6052043082419
6.336034364932149,6.83484493751,649,2405,1282,1603,143,8237,4157.53189202046
4.110996916752312,22.4101571257,40,322,117,90,5,609,2142.8223634356978
,227.732133861,<5,555,7,272,58,201,5.128286476266468
4.767123287671233,226.051821602,87,831,9,560,48,239,606.3222651547294
5.102495543672014,23.6595538222,229,1336,597,731,28,2544,2265.396112955744
,364.326361228,<5,72,6,49,5,8,381.1800123330572
10.37344398340249,365.680662207,25,118,<5,75,18,6,461.9133052965024
,100.301031986,<5,79,<5,43,6,23,249.5233505896527
2.0859407592824364,12.3760155113,50,681,240,415,21,1094,2978.7360320272064
1.7248632730332352,20.4090795039,41,758,500,389,19,1419,3093.7305317615446
4.30416068866571,21.4994323215,150,1137,686,682,26,1621,1448.9247486601048
4.386566141192597,18.3862461453,128,845,610,501,7,1818,2297.155643724116
,93.8011571257,<5,162,12,87,12,349,20.38579839808387
1.1357051802062812,96.2523805377,98,1913,17,971,65,3021,970.0897500902788
3.1088082901554404,53.875861743,18,87,12,61,5,175,97.028167598436
,43.6691571257,<5,133,<5,51,9,299,140.99890530006184
4.320987654320987,402.439239018,7,45,<5,29,<5,21,152.87623554102845
1.28,450.613409102,32,822,<5,449,99,422,0.3788495616427045
14.845173041894354,373.093332357,163,557,9,373,155,109,590.7301534240372
0.5626295528575659,13.9499794081,19,827,320,444,14,2430,3983.5016761532606
1.4573991031390134,485.075297824,13,308,<5,227,20,135,0.142720358003146
2.268760907504363,440.900562536,13,199,<5,162,11,65,196.07684567086105
,250.613682764,<5,45,<5,23,<5,47,236.745273667706
0.34808552958727,70.4675909004,7,526,20,292,20,467,18.630217168913628
4.27736657576938,61.3738660378,549,3949,388,2041,250,2425,1459.1135912184045
,41.5028294273,<5,18,<5,5,<5,36,523.369197738742
,28.5277247697,<5,171,21,81,<5,851,410.07928500978574
2.2615131578947367,22.8880179345,110,1211,152,801,29,2280,3292.8321612800146
1.245753114382786,5.28285803125,11,193,76,96,<5,684,4272.549621148679
4.016268429079817,3.68885440655,79,366,197,123,27,2141,1652.315390709094
0.8333333333333334,9.05531234632,31,1023,456,704,39,1888,3323.0708247286107
2.4578971324533456,13.0519507336,162,2039,867,1483,52,2687,3191.2022690828467
1.341054556537641,46.3311571257,44,786,148,482,14,943,1843.936409803943
0.3652300949598246,294.826069654,5,396,<5,189,23,266,9.739821308746553
0.5353319057815846,296.50896794,10,692,<5,356,29,308,756.1005412664048
,59.3034905924,<5,224,8,105,20,166,520.3619558523575
,274.086163973,<5,101,<5,72,6,20,125.84867956537704
,239.429480829,<5,19,<5,23,<5,<5,84.2166537480145
,97.3828119641,<5,78,<5,46,<5,13,1669.4100247977235
,26.5801309146,<5,58,8,22,7,195,585.7219529196581
,35.7191276798,<5,47,8,36,<5,20,24.000865525195906
0.4336513443191674,26.7151571257,50,1884,1589,744,132,7679,1013.2913457898044
,100.55763017,<5,26,<5,15,<5,26,3.725586991887182
0.8831321754489255,103.357077668,30,553,7,340,16,888,404.7427882020695
,110.062298432,<5,51,<5,24,<5,14,250.200153437972
,317.610736022,<5,106,<5,50,8,53,300.8129483240372
,232.653376976,<5,67,<5,42,<5,12,345.69562184838566
,228.03461018700003,<5,28,<5,25,<5,40,139.84394420016318
,311.825856613,<5,197,<5,121,<5,133,2.917820666940018
3.556701030927835,287.344360445,69,510,8,340,21,470,313.2921140493549
11.745796241345202,5.83159378799,950,1331,446,979,21,4987,1669.114239181555
,104.575179563,<5,258,20,143,8,163,23.96103069860038
,103.792410191,<5,715,18,447,39,326,499.2015699819207
,368.42499617,<5,328,<5,175,23,270,7.019548077607906
,183.672015097,<5,134,7,92,10,46,280.87714868902657
0.3748125937031484,112.903647363,5,23,<5,30,<5,137,40.42436083549885
6.709515598056122,6.38206272778,428,1142,494,796,16,4223,6545.496300874135
11.117322897532146,10.3512084821,1392,4160,2562,2597,298,6361,2786.0918792264056
13.564356435643564,4.14994422262,137,193,61,119,7,916,5077.353823691376
,94.8230194914,<5,73,<5,28,<5,23,116.0037609621656
9.523809523809524,252.000570748,24,123,<5,91,8,15,460.4292165232805
,317.783258477,<5,62,<5,37,8,7,172.54840486614927
2.0892687559354224,150.325805068,22,277,6,189,20,480,981.936813171086
,416.862218474,<5,72,<5,50,<5,27,0.1056191788725559
,415.475058213,<5,140,<5,85,6,33,251.75904429785072
,171.272588901,<5,66,<5,18,<5,15,321.3904152974382
,301.267931132,<5,126,<5,61,12,61,74.09699801293179
0.6329113924050633,507.813806195,13,720,55,408,61,338,3.3195821436839448
10.151006711409396,527.141621039,121,560,17,384,94,101,760.7147370313396
,88.1449764904,<5,53,<5,20,<5,102,683.4548039104737
14.29471032745592,117.007681056,227,723,7,459,26,282,1360.81502822979
,42.289320704,<5,109,<5,34,<5,395,42.92053237985049
2.8205128205128207,31.0215984314,22,133,8,77,9,463,499.99427661150366
11.285588494276489,12.970583477100002,2307,7881,4609,5511,542,6766,2630.14668551375
,137.29125549,<5,109,<5,53,<5,61,598.5456926528736
4.568527918781726,6.06833256254,9,30,9,28,<5,166,6285.540707636807
22.52082992975004,4.10318039384,2757,2458,2077,1723,60,8664,5799.921540523047
,50.737807085300005,<5,111,7,80,7,173,7.37417048505638
,61.2615014466,<5,201,<5,114,19,387,290.01748055873844
3.951081843838194,30.3093530438,168,1194,334,666,40,1767,2087.827999984374
,37.2799294287,<5,7,<5,8,<5,32,779.9334662358827
0.8340523439746909,29.8764876304,29,726,151,337,34,1957,1887.7179969697293
5.798932884021342,28.6052977001,413,2251,804,1321,56,2933,1687.2245006113965
1.0540184453227932,8.08823806206,8,165,44,107,<5,506,5542.462566960238
,439.139893524,<5,250,100,161,76,105,1.0763655355734514
31.77777777777778,469.461611084,286,340,230,337,247,106,277.4868156780309
,204.833078713,<5,395,<5,234,31,172,2.979211292103428
9.576138147566718,190.524777322,122,493,33,371,26,153,433.5791392941363
,34.7647911158,<5,117,22,99,17,22,769.8885670030074
,62.8519902908,<5,100,<5,66,8,217,7.640364960849308
0.8739985433357611,62.4674272003,12,396,18,195,25,300,699.7780502702877
12.10762331838565,17.873742145399998,27,47,9,24,<5,116,2085.323700153646
0.4221954161640531,16.634460168900002,14,855,277,595,21,2134,2471.826388503257
0.6008359456635318,95.3544980883,23,553,13,324,7,886,29.444191135894787
3.3786358440238797,90.5117022584,266,2786,71,1772,138,764,1028.463503431569
,95.7658569558,<5,484,29,291,23,129,805.9109637134869
1.8660140715815237,94.1171571257,61,1139,30,747,60,231,878.5265857349877
,189.719303336,<5,95,7,47,9,53,2.4869829523349654
2.9411764705882355,186.548166648,15,231,<5,132,18,27,423.6784536280731
4.533042053522665,36.7797500656,83,316,76,94,<5,805,166.49613229575382
2.2549105963181537,31.5689037074,256,2640,1069,1035,77,5361,1780.8600033592677
4.209940652818991,24.0947202302,227,2156,2375,652,102,1703,3417.856652921861
,287.540528588,<5,89,<5,60,14,21,269.1160612480658
,184.885617998,<5,198,<5,104,9,77,1.8825013631979564
3.207547169811321,180.204070763,17,248,14,163,12,49,220.7057666118305
1.98019801980198,296.476325477,6,83,<5,61,<5,87,1.4866176817731718
5.438066465256798,292.543232413,54,359,<5,248,34,205,420.0709147573833
0.6517690875232774,99.1457777118,7,168,10,91,<5,189,61.23971569810728
0.0605326876513317,102.437716306,5,1483,90,900,71,767,574.8926507887838
0.1970055161544523,81.8461571257,5,578,45,281,22,309,615.8678375332398
,164.749313212,<5,116,<5,80,19,60,161.06590260501406
3.304384664266045,223.549868421,156,1030,22,571,163,501,3.408725517116872
10.48428207306712,213.574645471,617,2100,86,1345,203,1286,654.6087592741628
,109.466042199,<5,516,13,292,15,162,21.48674609610267
,123.360489329,<5,184,9,112,<5,127,307.912174352853
,46.162157125700006,<5,120,41,40,14,571,1074.7865454547896
2.2244950140628994,17.816200076199998,87,731,86,520,17,2705,2745.9580478843645
,186.609885244,<5,30,<5,24,<5,38,184.80819952177688
,43.970534719,<5,84,<5,30,<5,285,338.5591216020736
,235.735169587,<5,29,<5,18,<5,41,64.43468138127737
3.679245283018868,28.168886066,78,551,242,221,13,925,679.2396696185978
,342.114638532,<5,104,<5,72,<5,37,0.1986357490067042
,351.386800956,<5,141,<5,110,<5,42,261.41503521849705
,24.0805808387,<5,132,112,65,5,529,407.748683451667
3.5413153456998314,24.3525541983,63,473,211,214,25,667,3210.920979029981
7.083716651333947,51.0321651484,539,2564,172,1534,135,1698,1345.814395869135
0.7547169811320755,16.8852083939,6,229,41,157,<5,320,1805.7522721989333
8.882352941176471,155.368150544,453,1867,21,870,115,1063,6.661000098189975
13.881151346332404,119.53236314,598,2000,45,1228,176,518,1176.4797823645963
2.4752475247524752,8.16890534929,5,34,30,26,<5,143,4848.621170725866
6.905481225722918,7.54690653339,160,498,361,336,20,1506,5315.61037323504
,51.034090071600005,<5,133,<5,43,<5,265,261.3633777225072
,55.7423532996,<5,69,<5,29,8,41,944.1767449072088
4.553415061295972,113.928672109,78,433,19,245,28,416,3.183853938341972
22.189887231720625,111.336830765,610,1144,31,756,128,336,479.8160522543145
,195.929157126,<5,16,<5,15,<5,11,404.55688068073937
0.570884871550904,206.701946066,18,973,70,610,148,751,5.353654601671567
13.020631672105758,188.24190679,2354,6727,1554,4373,1733,3542,612.9051393274256
,47.8366816104,<5,25,<5,16,<5,81,29.24955831813612
,90.3866567146,<5,25,<5,11,<5,117,155.3405635198348
0.7156308851224106,49.7820374088,19,669,70,289,42,531,483.804510658912
,134.91141220300003,<5,32,<5,22,<5,40,316.19041716807
,134.856006166,<5,85,<5,44,<5,36,85.82310073753538
,153.655314461,<5,56,<5,31,<5,13,67.10848339176461
2.039329934450109,115.192305099,28,422,13,277,23,630,1900.5733119970523
,84.0823483837,<5,137,<5,82,<5,287,354.8781823388118
,65.42675928679999,<5,790,30,355,50,690,79.41509540345454
3.0459473412493545,63.2410324041,118,1117,15,586,62,796,749.0815344131297
0.3748125937031484,112.903647363,5,23,<5,30,<5,137,40.42436083549885
,106.83926235,<5,211,<5,145,<5,312,212.38926139119053
2.598870056497175,10.6398622568,23,228,72,181,15,391,2632.9810909345338
20.473372781065088,3.35458496333,1038,1130,494,683,37,3487,4318.648935379637
3.222180591982016,44.9474346761,86,503,133,268,65,873,246.82567575196103
1.4009243212016176,39.7999266388,97,1695,763,809,118,2375,1626.3359834153794
,2.9551571257,<5,<5,<5,<5,<5,22,163.90044769801025
8.372651625632667,4.48590789939,976,1724,577,1068,74,8334,5853.942036585714
0.0989399293286219,2.3295875823000003,7,980,435,229,<5,5189,10635.359415485296
2.131603336422613,10.2136846805,23,272,78,196,17,485,778.1767096603388
5.789473684210527,151.779528501,77,478,<5,275,31,499,920.851443193126
7.3862223327530465,29.1102412755,297,1795,2720,860,30,1070,2807.623665074372
3.07909604519774,26.1029271851,218,3429,4640,1845,37,2343,1888.5368500078343
,21.9437536565,<5,127,100,63,10,133,811.9368280109552
8.290942221547338,22.4731571257,1092,5878,6657,3770,118,2952,2881.1729796550258
,101.434389047,<5,91,<5,43,<5,127,289.3070207359433
,45.8888534139,<5,40,<5,10,<5,56,150.71595992867682
,253.352796544,<5,402,<5,224,23,146,0.5065609659668793
6.488888888888889,244.184400972,73,516,<5,376,16,107,413.0935258391616
,28.435590447400003,<5,246,18,108,15,1075,1618.424673530489
4.830421377183967,29.5432112532,47,253,18,128,7,434,1773.6944638441114
0.987166831194472,6.34351887233,10,117,13,105,<5,682,7584.208347929858
,8.092196929149999,<5,57,18,31,<5,109,5458.8856092743845
1.8428861471185385,7.69148504037,118,1235,369,806,39,4227,5929.98903495722
4.308209483368719,6.11121189903,487,1783,363,1303,68,6710,6205.348909548696
0.5589714924538849,6.33489896471,10,198,19,182,<5,1177,5893.982048252029
,196.034328672,<5,121,<5,82,7,11,314.8866480951349
,242.038429757,<5,351,<5,219,28,240,0.937511372801386
11.066471877282687,235.128502151,303,1168,17,842,89,323,303.5358323177994
1.7735334242837653,230.833567547,13,270,<5,147,32,101,409.9331475122032
1.3601741022850924,172.91493790700002,25,451,7,242,21,718,28.18215218631742
9.84628167843789,154.561788148,237,739,23,459,50,871,1637.5086645694864
2.062588904694168,159.13688949299998,29,329,6,100,40,690,433.5997336776626
,247.481119075,<5,80,<5,62,<5,19,353.81319321163943
3.532608695652174,16.8616461478,13,85,6,41,<5,139,1416.5007750774637
0.3008021390374331,11.1534350649,9,652,132,443,25,1766,2453.2930752513525
,41.0237515351,<5,409,50,220,36,314,15.318674602321927
2.5962543203922515,40.687688818000005,323,3264,173,1695,269,3239,1175.1391749417448
,134.112157126,<5,63,<5,29,<5,27,317.6924047682268
4.570461278036395,15.8945421007,108,1000,573,633,41,712,2826.636134784352
2.6142064959070503,22.3075162371,99,1713,2194,1087,40,975,1406.6468709325588
2.623906705539359,13.2191716647,90,1378,1154,810,64,1242,1979.365169302372
9.164639091646391,18.1860067924,565,2619,2783,1715,67,1496,1853.27855411004
,131.452905026,<5,115,<5,65,<5,96,448.5448514867383
0.3940110323089046,16.719879881100002,20,892,213,520,21,4600,3151.3656061432853
1.3097345132743363,354.333388858,37,1073,64,624,163,349,1.6506722392665738
14.71947194719472,337.586703207,669,1739,140,1308,419,783,646.520345132926
1.7643710870802505,26.2539966549,62,953,562,461,12,1378,3081.713389527543
,168.939314277,<5,65,<5,49,<5,16,85.97187626122319
,399.672804512,<5,411,<5,269,35,292,0.918783034027846
2.417582417582417,360.47265682,11,194,<5,122,18,69,587.8968323294471
,98.7086768583,<5,26,<5,19,<5,8,148.62860398086266
,208.794402777,<5,30,<5,14,12,15,753.6364762398598
,341.846157126,<5,58,<5,30,14,17,581.1290468183945
,34.3445794318,<5,87,30,69,<5,45,7.1896249302735935
1.0719957649550027,28.7073377173,81,1693,853,807,92,3357,2152.374384803036
,176.459625286,<5,534,29,261,77,295,5.580607833934837
4.63980463980464,180.923723056,76,600,85,423,95,331,450.14395232005074
,352.851206123,<5,56,<5,26,<5,43,217.3294570281652
1.1302795954788816,29.1732365058,19,398,338,154,17,827,2742.603624062896
0.5488474204171241,29.0220006488,20,914,682,345,18,1571,2766.783187191485
,32.5611571257,<5,187,76,112,<5,284,98.72732085073288
0.6717850287907869,23.8226397894,35,1373,717,699,18,2062,2242.898962251608
4.523809523809524,45.0305657997,38,222,15,115,10,353,1279.3753744179753
,98.8872437466,<5,161,11,55,14,149,117.06090996851395
0.2927971891469842,16.4675674827,15,1377,780,757,9,3091,2322.549747791082
0.4400812457684495,22.4970969698,26,1303,744,593,13,4237,1076.8766977398132
,227.052161188,<5,249,<5,171,19,184,3.274959716705922
4.616998950682056,217.255157126,44,401,<5,285,19,124,202.83494602818124
3.6875,39.6889177118,59,386,13,200,27,486,770.6908084364904
,53.0623725763,<5,95,<5,40,5,223,273.89873711506215
3.513224686080684,28.4553928008,263,3527,3483,2240,137,1580,1454.038437023231
27.573529411764707,77.2106794376,225,389,16,248,11,165,1767.7872823749235
5.493300852618757,8.61471720397,451,2270,1221,1552,129,5002,3480.079882678264
,216.280827014,<5,120,<5,86,<5,54,254.7815868056559
,236.747868624,<5,161,<5,88,17,73,3.665168624690212
2.5830258302583027,229.765460611,14,243,7,154,22,45,646.6531815355686
,180.352654755,<5,18,<5,12,19,33,472.32160351193846
,182.975074531,<5,59,<5,41,<5,28,295.0232792099156
10.970464135021096,182.18994361,26,121,<5,74,11,24,466.151756741229
,64.38765764189999,<5,116,<5,73,<5,42,763.0695159776278
,6.91234032793,<5,74,18,48,<5,537,827.669450693719
,7.795500624160001,<5,900,143,670,11,4966,3195.3606589909195
0.3827018752391887,96.0958593885,10,519,35,320,23,149,802.2344110880476
,96.247336477,<5,202,6,95,14,387,11.041136161435418
0.0708415981864551,101.106915553,5,1227,21,578,69,2701,845.4056897849256
0.3980891719745223,122.516157126,5,415,8,218,10,302,10.319366472923518
2.503681885125184,124.879892856,34,460,7,306,27,293,1005.3595481448888
,185.194026545,<5,581,13,325,25,551,3.646134821599021
,169.622507661,<5,47,8,15,<5,44,97.16372951013416
,171.255733604,<5,26,<5,13,<5,65,99.25040593238468
8.486196034834167,162.844718488,916,3307,207,2033,241,2451,1059.9824340983696
1.245753114382786,5.28285803125,11,193,76,96,<5,684,4272.549621148679
,101.432110895,<5,127,<5,71,<5,113,319.3818053056586
1.7477724468814255,22.1000748368,51,720,521,371,89,1481,948.4736144098096
1.1926605504587156,24.2651571257,13,215,54,83,17,510,101.69659512228682
2.3280055594162614,17.9442158256,67,931,314,654,32,608,823.7977749450313
3.5294117647058822,249.709645218,6,78,<5,52,10,<5,254.07683591258984
,69.1558054291,<5,334,9,136,23,246,213.81203817148835
,169.054157126,<5,19,<5,10,<5,17,137.24928895598998
,84.5138160318,<5,55,<5,23,8,35,187.37561356912047
,73.509456356,<5,35,<5,21,<5,21,547.8980650301066
,489.60109707900006,<5,35,<5,28,<5,13,114.6292817859366
0.4122011541632316,41.383301898700005,5,300,19,176,13,402,1130.2940793096034
2.775748721694668,47.2921133716,38,323,19,170,14,667,345.11541784533966
1.413292589763178,44.1551537901,37,601,11,295,16,1154,1056.5194419266963
,143.514476804,<5,114,<5,50,<5,93,209.08447974729648
,174.52440496000003,<5,177,<5,98,5,55,34.54963123214768
,22.3898973955,<5,1053,567,496,23,2633,1936.1269345529183
1.227621483375959,28.4108661029,48,1055,351,505,18,2172,2239.5026203270504
6.458123107971746,20.918958834,64,217,18,104,10,437,2428.2024561564645
0.9973149213655544,18.445395972,26,661,207,357,23,1546,1566.769883660947
,183.672015097,<5,134,7,92,10,46,280.87714868902657
1.243781094527363,301.179426157,5,141,<5,106,24,48,446.308884768102
,62.1421463664,<5,203,26,134,11,215,9.115202304881818
1.7100371747211895,61.5054234766,46,696,62,313,80,527,453.97122628006497
2.8400597907324365,82.032357521,19,139,<5,51,<5,442,1266.9405354739831
,329.859157126,<5,53,<5,19,<5,35,95.9372360962368
,52.7997866867,<5,402,25,204,41,288,74.34644354462276
,49.2660985662,<5,240,12,135,11,168,384.5958855519076
,92.0615205352,<5,76,<5,44,<5,60,2.66985984244329
,69.2508634577,<5,157,10,73,28,114,324.0385720774279
,258.348722413,<5,1157,16,670,27,956,2.509262273361331
11.798099469332346,249.640965705,956,3278,110,2224,210,1522,459.14282695061496
3.218097817428708,34.304307151,202,1868,766,888,29,3482,1299.4631051933495
3.0,31.9711884731,156,1325,627,700,30,2494,1717.8655370205022
1.0309278350515465,111.552580603,13,497,6,303,26,189,2.048741504501173
0.6505576208178439,77.0394670317,7,398,<5,190,10,249,209.52601379679848
,66.3339725049,<5,71,<5,27,<5,35,772.0490154617889
1.124859392575928,334.74426663,10,358,<5,212,20,105,0.6830303373654982
5.178268251273344,338.104070555,61,510,8,381,26,123,333.25121943302
,109.623976333,<5,489,7,260,7,498,10.545988992192312
10.244755244755243,103.588698901,586,2047,69,1236,120,1587,813.2273584295064
,33.2795109275,<5,181,8,72,7,933,206.91173876145504
,32.3371247871,<5,8,<5,<5,7,46,543.9987081398224
1.3812154696132597,30.1337956116,25,311,27,122,<5,1228,372.06099428465257
5.444887118193891,32.457563941000004,82,238,21,90,14,854,1605.758585889602
,248.847690349,<5,588,6,414,80,476,7.574629550367583
12.235510579576816,266.746674504,1596,4574,121,3118,480,3200,693.0175630335757
,78.8988441783,<5,21,<5,24,<5,<5,1155.548628542091
,41.9017854655,<5,97,122,33,<5,521,1383.028867864602
2.36724248240563,20.4524475253,37,379,83,229,20,696,1610.5098155883047
1.3231197771587744,21.9947587668,19,355,74,215,15,614,2747.513048530464
12.87878787878788,19.8719760439,289,735,108,482,52,808,2286.1031349000023
,33.505970157,<5,107,<5,45,10,204,710.2753988892127
0.8960573476702509,85.4821571257,10,213,6,75,22,505,1895.6607221230324
3.8374717832957113,214.01940759700005,17,215,<5,136,<5,33,170.20070889100012
2.993885726333544,138.18410272,142,1327,48,774,94,1608,23.14106861964144
24.38875305623472,120.480531109,1197,2392,72,1551,234,681,1177.8235086271022
1.4193548387096775,41.4507400603,11,249,54,168,<5,145,9.353244373751773
,39.5863743167,<5,105,11,64,<5,54,1358.1825354382097
8.029344460896487,31.6656681768,1193,4989,1767,2804,380,3515,1647.812158339335
13.291139240506327,151.201395375,21,49,<5,36,12,19,181.12164171795715
5.223880597014926,14.2518626721,49,267,153,180,13,371,321.0844220943396
4.766069086139047,9.08145079783,218,1473,896,969,75,2266,2859.394412130741
5.096262740656852,4.95141552606,90,318,171,102,14,1365,627.2752148659177
7.26530612244898,20.7718382848,89,296,118,170,20,361,738.4770183091761
9.46069469835466,20.7302109693,207,650,204,396,22,440,1142.0510847382177
0.7848633496846531,25.2674915207,56,1805,1041,928,24,4622,1936.5014229863727
8.369408369408369,155.892472527,116,505,34,318,47,287,412.3937557784672
45.4646017699115,78.8849731524,822,857,34,512,79,156,2328.224945166509
,58.6336741506,<5,457,52,231,37,506,15.542435882929148
5.792276964047936,53.6276671926,87,474,11,278,31,238,942.9026991970436
,239.950694245,<5,85,<5,49,<5,23,144.31146099981697
,24.1899117849,<5,206,189,128,11,855,697.3395030749194
12.06896551724138,13.6349730426,91,229,22,184,<5,273,757.7330873082756
12.06896551724138,13.6349730426,91,229,22,184,<5,273,757.7330873082756
8.036350677120456,13.6338501826,451,1181,201,828,40,3596,2659.3718100538927
,141.54140558,<5,35,<5,15,<5,26,328.76506728522213
,137.518077446,<5,64,<5,38,<5,37,1185.6428633770329
,117.386641316,<5,261,<5,126,18,296,2.407529431419861
5.84144645340751,113.208277542,42,283,<5,187,<5,118,259.97995187452204
8.59963626916082,5.88550482747,331,740,330,526,34,2499,7020.296345791986
1.4444444444444444,335.15258096400004,39,680,<5,346,67,1024,8.394586643010463
17.359160136034305,318.537673297,2348,4698,190,2747,671,2626,623.2507896808747
,37.2799294287,<5,7,<5,8,<5,32,779.9334662358827
0.8403361344537815,38.4843200077,7,95,8,47,5,444,957.9032115353386
,134.61367132299998,<5,419,10,305,9,344,7.610337931671474
7.954858243875585,133.84660472000002,289,1549,43,1097,97,425,524.6812934599438
,73.7841571257,<5,215,<5,87,12,628,14.87076074353215
7.147814018043026,72.3599939743,103,441,16,216,30,625,595.6719275022217
,257.392347869,<5,33,<5,31,<5,10,66.20289882147921
,366.36429375,<5,53,<5,30,<5,13,151.15197287624494
,67.0676687654,<5,337,<5,181,20,280,19.67706738808116
0.9369144284821986,59.77394057630001,15,574,<5,258,40,211,302.3149762181769
,348.18408719599995,<5,66,<5,39,5,6,475.0331456224295
,218.052142847,<5,47,<5,24,8,9,314.0268506162512
39.94334277620396,211.025157126,141,110,6,47,29,63,319.5880366743723
4.451038575667655,275.547317013,15,175,<5,119,<5,33,235.8675169402329
,46.1082470886,<5,6,<5,7,<5,22,1.476021654939114
1.9704433497536944,36.9608971557,124,1753,426,750,225,1630,2329.957845585438
,305.762493671,<5,123,<5,78,<5,181,164.02411131416517
7.949790794979079,19.0231306413,114,305,39,157,15,674,1432.1954942915204
,183.672015097,<5,134,7,92,10,46,280.87714868902657
1.1592434411226358,62.808756800000005,19,404,<5,200,50,570,11.303717724519744
1.49812734082397,54.1012837268,12,246,<5,107,10,206,781.3480365551121
,78.40288487379999,<5,382,<5,194,15,203,14.590770921697668
,69.4021571257,<5,420,<5,223,24,192,313.68020909306574
1.1494252873563218,116.922124259,5,179,<5,97,<5,84,805.7189254849894
,221.619097109,<5,697,<5,418,23,232,2.483280941864039
10.276243093922652,219.707356322,93,432,11,277,19,121,683.099467176306
,33.3750697652,<5,33,5,20,<5,68,130.77401774642405
2.136317395727365,10.7593454645,42,514,183,391,25,945,2006.91142097754
4.558920342330481,9.9733258154,277,1433,794,957,48,3655,2580.6624842847764
0.5093378607809848,260.83674757,6,354,<5,193,27,169,1.8123707673310263
5.664950015146925,281.078604565,187,1238,13,885,58,450,297.00441980784854
,108.175157126,<5,376,<5,184,<5,256,1.3947965714240111
2.283849918433932,130.056950439,14,247,<5,167,9,94,321.1258614502648
,160.746096707,<5,87,<5,52,<5,56,655.1226372859853
